Fecha,Hora,Origen,Destino,Clase,Precio,VueloID,Gate
2026-04-23,11:42,PEK,LON,Turista,900,591,G10
2026-04-25,14:18,CAN,PEK,Primera Clase,270,266,G12
2026-05-11,13:15,PEK,PAR,Turista,950,444,G1
2026-05-06,13:09,PEK,SIN,Primera Clase,810,308,G13
2026-05-05,08:53,DFW,SAO,Turista,950,740,G17
2026-05-02,03:45,PAR,ATL,Primera Clase,1013,750,G15
2026-04-18,23:10,DXB,DFW,Turista,1200,530,G17
2026-04-16,23:21,IST,AMS,Primera Clase,608,479,G5
2026-05-12,08:32,DFW,DXB,Turista,1200,317,G4
2026-04-28,09:34,AMS,DXB,Primera Clase,878,957,G15
2026-04-16,21:27,CAN,IST,Turista,800,128,G12
2026-05-14,21:29,AMS,MAD,Primera Clase,270,614,G17
2026-05-07,01:37,AMS,DXB,Turista,650,127,G4
2026-04-15,23:30,LON,SAO,Primera Clase,1485,812,G3
2026-04-21,21:54,ATL,SAO,Turista,900,567,G18
2026-05-10,10:19,IST,AMS,Primera Clase,608,607,G15
2026-05-12,12:01,LAX,SIN,Turista,1400,682,G11
2026-05-09,13:53,PAR,DXB,Primera Clase,945,224,G6
2026-04-26,00:06,LAX,IST,Turista,1100,236,G8
2026-05-02,05:43,DXB,PEK,Primera Clase,945,846,G6
2026-05-01,18:20,AMS,SIN,Turista,950,838,G8
2026-04-28,00:16,IST,SAO,Primera Clase,1620,952,G15
2026-04-30,15:05,LAX,DFW,Turista,300,803,G7
2026-04-17,15:46,MAD,DFW,Primera Clase,1148,960,G1
2026-05-11,04:38,SIN,MAD,Turista,1000,979,G14
2026-05-11,20:02,LON,MAD,Primera Clase,270,306,G12
2026-04-23,11:07,PAR,MAD,Turista,200,365,G6
2026-04-15,17:52,LON,LAX,Primera Clase,1080,205,G5
2026-04-15,13:34,SAO,ATL,Turista,900,269,G20
2026-04-26,04:21,IST,FRA,Primera Clase,473,671,G2
2026-05-07,00:49,LON,SAO,Turista,1100,689,G14
2026-04-15,09:52,IST,TYO,Primera Clase,1215,736,G5
2026-04-30,08:49,MAD,AMS,Turista,200,977,G16
2026-04-15,18:19,LON,AMS,Primera Clase,203,446,G8
2026-04-21,10:12,PEK,MAD,Turista,950,414,G9
2026-05-06,05:24,TYO,IST,Primera Clase,1215,694,G17
2026-04-29,09:17,SIN,IST,Turista,800,231,G10
2026-05-11,08:39,TYO,IST,Primera Clase,1215,547,G3
2026-04-19,22:50,CAN,TYO,Turista,550,680,G3
2026-05-08,11:42,AMS,ATL,Primera Clase,1053,303,G1
2026-04-28,13:01,SAO,ATL,Turista,900,618,G8
2026-04-15,16:44,TYO,LAX,Primera Clase,1215,421,G17
2026-05-13,20:13,LON,MAD,Turista,200,384,G10
2026-04-25,03:12,PAR,MAD,Primera Clase,270,244,G5
2026-04-24,02:21,SAO,ATL,Turista,900,137,G12
2026-05-05,04:16,FRA,SIN,Primera Clase,1215,517,G12
2026-04-26,01:55,LON,CAN,Turista,950,441,G6
2026-05-13,02:12,FRA,PEK,Primera Clase,1148,394,G1
2026-05-13,20:29,AMS,ATL,Turista,780,479,G20
2026-05-02,09:34,DXB,TYO,Primera Clase,1013,864,G10
2026-04-27,16:51,AMS,SIN,Turista,950,533,G5
2026-04-18,04:46,ATL,SAO,Primera Clase,1215,240,G8
2026-05-02,14:41,MAD,DFW,Turista,850,279,G13
2026-04-30,16:59,SAO,ATL,Primera Clase,1215,550,G2
2026-05-14,21:31,TYO,IST,Turista,900,920,G5
2026-04-21,04:35,DXB,TYO,Primera Clase,1013,693,G5
2026-05-05,13:47,DXB,AMS,Turista,650,871,G5
2026-05-03,06:11,DXB,AMS,Primera Clase,878,354,G19
2026-05-12,07:34,IST,DXB,Turista,400,679,G18
2026-05-06,23:18,FRA,TYO,Primera Clase,1283,873,G2
2026-05-05,16:33,CAN,IST,Turista,800,828,G12
2026-04-21,19:50,PAR,MAD,Primera Clase,270,286,G13
2026-05-02,22:52,TYO,DXB,Turista,750,780,G8
2026-05-08,01:50,FRA,IST,Primera Clase,473,121,G15
2026-05-12,04:42,DFW,LAX,Turista,300,619,G7
2026-05-11,02:10,TYO,PEK,Primera Clase,675,700,G13
2026-05-08,00:26,LON,PAR,Turista,150,114,G11
2026-04-30,23:20,AMS,SAO,Primera Clase,1418,887,G10
2026-04-23,22:15,IST,MAD,Turista,500,913,G8
2026-04-15,11:39,DXB,AMS,Primera Clase,878,721,G19
2026-05-07,17:57,ATL,MAD,Turista,800,333,G2
2026-04-25,04:49,SAO,ATL,Primera Clase,1215,241,G12
2026-04-24,20:19,LON,PAR,Turista,150,767,G13
2026-04-26,15:19,LON,PAR,Primera Clase,203,702,G5
2026-05-08,22:23,LAX,PAR,Turista,850,614,G11
2026-04-22,15:20,LON,SAO,Primera Clase,1485,978,G8
2026-04-20,11:47,AMS,ATL,Turista,780,220,G4
2026-04-24,01:26,TYO,DFW,Primera Clase,1823,414,G15
2026-05-07,06:38,LAX,IST,Turista,1100,814,G13
2026-05-03,05:16,CAN,LON,Primera Clase,1283,753,G11
2026-04-15,11:53,DFW,SAO,Turista,950,340,G6
2026-04-24,15:18,LAX,PEK,Primera Clase,1485,439,G5
2026-05-14,15:01,LAX,ATL,Turista,400,997,G20
2026-05-09,18:19,DXB,PAR,Primera Clase,945,300,G1
2026-04-27,08:40,DFW,AMS,Turista,800,629,G7
2026-05-09,04:41,MAD,IST,Primera Clase,675,466,G12
2026-05-09,22:33,FRA,IST,Turista,350,606,G18
2026-04-23,11:23,ATL,SIN,Primera Clase,2025,400,G16
2026-04-28,06:28,ATL,LAX,Turista,400,553,G17
2026-04-24,00:41,IST,TYO,Primera Clase,1215,463,G17
2026-05-12,03:16,LON,DXB,Turista,650,319,G11
2026-05-13,06:22,PEK,LON,Primera Clase,1215,709,G16
2026-04-24,00:29,PEK,LON,Turista,900,751,G13
2026-04-20,08:40,PAR,MAD,Primera Clase,270,388,G16
2026-05-13,03:01,LAX,DXB,Turista,1300,436,G17
2026-04-24,22:37,AMS,SAO,Primera Clase,1418,274,G9
2026-05-12,09:53,SIN,PAR,Turista,950,182,G17
2026-04-18,04:17,TYO,LAX,Primera Clase,1215,404,G20
2026-04-20,05:02,IST,SAO,Turista,1200,401,G3
2026-04-22,22:53,DXB,AMS,Primera Clase,878,538,G1
2026-05-04,16:13,LAX,TYO,Turista,900,806,G1
2026-04-25,13:05,FRA,IST,Primera Clase,473,447,G2
2026-04-30,01:11,CAN,AMS,Turista,900,828,G8
2026-05-03,08:42,LAX,AMS,Primera Clase,1148,415,G15
2026-05-12,13:59,FRA,DFW,Turista,850,546,G12
2026-04-26,12:46,SAO,ATL,Primera Clase,1215,553,G20
2026-04-18,18:36,IST,AMS,Turista,450,582,G18
2026-04-21,01:59,ATL,LAX,Primera Clase,540,947,G12
2026-05-02,23:45,CAN,SAO,Turista,1700,858,G3
2026-05-09,06:14,DFW,AMS,Primera Clase,1080,668,G11
2026-04-20,06:56,DXB,PAR,Turista,700,771,G3
2026-05-06,09:38,PEK,SAO,Primera Clase,2295,284,G3
2026-05-07,14:31,FRA,PEK,Turista,850,362,G7
2026-04-24,01:47,PAR,LAX,Primera Clase,1148,473,G1
2026-05-13,11:54,DXB,PAR,Turista,700,421,G9
2026-04-30,00:54,DXB,LAX,Primera Clase,1755,913,G7
2026-05-05,02:03,SIN,TYO,Turista,700,654,G3
2026-05-05,10:22,DXB,IST,Primera Clase,540,756,G15
2026-04-24,19:59,PEK,DXB,Turista,700,437,G3
2026-05-01,22:01,CAN,LON,Primera Clase,1283,551,G19
2026-05-14,02:59,MAD,DXB,Turista,750,425,G11
2026-05-11,04:06,SAO,DFW,Primera Clase,1283,367,G12
2026-05-14,19:30,DFW,CAN,Turista,1200,599,G9
2026-04-28,01:42,MAD,PAR,Primera Clase,270,127,G5
2026-04-22,13:10,FRA,DFW,Turista,850,786,G19
2026-05-13,08:18,TYO,DXB,Primera Clase,1013,251,G8
2026-05-08,15:04,ATL,SIN,Turista,1500,921,G6
2026-05-11,12:11,DFW,DXB,Primera Clase,1620,450,G14
2026-05-02,16:22,LAX,FRA,Turista,900,357,G3
2026-05-10,07:03,MAD,IST,Primera Clase,675,385,G4
2026-04-23,02:19,TYO,CAN,Turista,550,490,G5
2026-04-20,17:17,IST,TYO,Primera Clase,1215,826,G1
2026-05-06,07:53,DFW,DXB,Turista,1200,708,G15
2026-04-28,23:20,FRA,LON,Primera Clase,270,508,G3
2026-04-26,16:14,CAN,LON,Turista,950,629,G3
2026-04-20,20:58,SIN,DFW,Primera Clase,1890,165,G1
2026-05-06,20:23,DXB,DFW,Turista,1200,920,G1
2026-04-21,01:38,TYO,DXB,Primera Clase,1013,811,G6
2026-04-15,20:24,DXB,AMS,Turista,650,136,G15
2026-04-27,21:46,LON,LAX,Primera Clase,1080,394,G8
2026-04-17,10:34,SIN,DFW,Turista,1400,566,G18
2026-04-18,08:16,CAN,LAX,Primera Clase,1553,836,G9
2026-04-21,11:40,LON,SAO,Turista,1100,285,G3
2026-05-12,09:15,LAX,ATL,Primera Clase,540,106,G9
2026-04-17,13:02,LAX,DFW,Turista,300,890,G5
2026-05-02,20:11,PEK,PAR,Primera Clase,1283,296,G17
2026-04-15,11:56,DXB,AMS,Turista,650,489,G5
2026-04-30,22:13,PEK,SAO,Primera Clase,2295,237,G11
2026-04-27,03:37,FRA,LON,Turista,200,521,G7
2026-04-16,16:44,IST,SIN,Primera Clase,1080,393,G20
2026-05-07,19:16,DFW,AMS,Turista,800,999,G10
2026-05-01,00:50,LAX,PAR,Primera Clase,1148,265,G11
2026-05-02,00:22,LON,SAO,Turista,1100,861,G3
2026-04-20,19:06,PAR,FRA,Primera Clase,9450,177,G4
2026-05-09,00:13,IST,SAO,Turista,1200,644,G4
2026-05-02,16:51,AMS,LON,Primera Clase,203,917,G3
2026-04-17,07:16,SAO,DFW,Turista,950,902,G14
2026-05-09,02:27,PEK,DFW,Primera Clase,1553,502,G13
2026-05-11,04:16,IST,PEK,Turista,800,697,G3
2026-04-21,02:44,LAX,PEK,Primera Clase,1485,117,G10
2026-05-10,02:41,ATL,DFW,Turista,200,894,G6
2026-05-04,08:03,PAR,AMS,Primera Clase,243,843,G13
2026-04-19,09:53,CAN,DXB,Turista,650,463,G1
2026-05-04,14:19,FRA,TYO,Primera Clase,1283,251,G7
2026-04-29,17:36,LON,FRA,Turista,200,163,G19
2026-05-02,20:52,IST,SIN,Primera Clase,1080,949,G6
2026-04-20,01:48,ATL,DFW,Turista,200,493,G10
2026-05-03,19:21,PEK,SAO,Primera Clase,2295,949,G5
2026-04-22,17:05,FRA,LON,Turista,200,293,G14
2026-04-16,23:37,TYO,PEK,Primera Clase,675,137,G12
2026-05-11,23:06,TYO,ATL,Turista,1400,199,G19
2026-04-25,16:55,MAD,SIN,Primera Clase,1350,638,G13
2026-05-14,11:35,PAR,SAO,Turista,1050,205,G20
2026-05-05,07:04,IST,SAO,Primera Clase,1620,766,G2
2026-05-08,18:09,TYO,LON,Turista,1000,336,G10
2026-05-13,14:26,IST,PEK,Primera Clase,1080,131,G10
2026-04-16,02:38,IST,DFW,Turista,1000,803,G17
2026-05-08,12:30,CAN,DXB,Primera Clase,878,393,G19
2026-04-18,23:40,ATL,DFW,Turista,200,408,G16
2026-05-04,00:18,DFW,AMS,Primera Clase,1080,230,G10
2026-04-25,01:02,CAN,IST,Turista,800,993,G7
2026-04-30,22:07,ATL,MAD,Primera Clase,1080,330,G17
2026-04-30,22:43,IST,SIN,Turista,800,854,G19
2026-05-08,23:23,LON,LAX,Primera Clase,1080,331,G2
2026-05-06,23:32,PEK,AMS,Turista,900,764,G14
2026-04-23,11:38,TYO,IST,Primera Clase,1215,202,G11
2026-04-19,10:59,DXB,IST,Turista,400,425,G4
2026-04-15,16:56,ATL,MAD,Primera Clase,1080,304,G6
2026-05-07,07:02,DFW,MAD,Turista,850,507,G1
2026-05-07,04:53,DFW,AMS,Primera Clase,1080,655,G4
2026-05-14,09:24,LAX,IST,Turista,1100,829,G7
2026-05-09,21:45,SIN,PAR,Primera Clase,1283,226,G3
2026-04-27,14:31,LAX,DFW,Turista,300,338,G17
2026-05-12,21:45,LON,MAD,Primera Clase,270,481,G2
2026-05-02,15:10,SIN,LON,Turista,900,607,G7
2026-04-16,10:49,MAD,AMS,Primera Clase,270,802,G8
2026-05-11,19:07,FRA,DFW,Turista,850,305,G18
2026-04-23,01:17,MAD,LAX,Primera Clase,1215,676,G18
2026-04-25,17:14,DFW,CAN,Turista,1200,283,G8
2026-05-06,10:14,PAR,MAD,Primera Clase,270,331,G2
2026-04-25,12:32,LON,SAO,Turista,1100,163,G16
2026-05-07,00:47,FRA,PEK,Primera Clase,1148,244,G7
2026-05-03,20:10,PEK,TYO,Turista,500,971,G16
2026-04-23,01:24,DFW,IST,Primera Clase,1350,350,G12
2026-04-29,08:29,PEK,AMS,Turista,900,619,G3
2026-05-07,14:08,PEK,SIN,Primera Clase,810,746,G19
2026-05-02,19:21,LON,TYO,Turista,1000,630,G15
2026-05-02,19:03,TYO,ATL,Primera Clase,1890,771,G4
2026-05-13,15:39,AMS,LON,Turista,150,544,G12
2026-04-27,09:06,LAX,TYO,Primera Clase,1215,132,G8
2026-04-15,22:07,IST,TYO,Turista,900,813,G2
2026-05-12,14:41,CAN,SAO,Primera Clase,2295,683,G16
2026-05-01,07:08,DFW,IST,Turista,1000,343,G5
2026-04-17,05:49,IST,TYO,Primera Clase,1215,680,G14
2026-04-29,11:50,AMS,LAX,Turista,850,166,G18
2026-04-24,09:34,MAD,LAX,Primera Clase,1215,609,G17
2026-05-10,04:56,PEK,SIN,Turista,600,683,G14
2026-04-25,20:31,SIN,DFW,Primera Clase,1890,124,G10
2026-05-05,08:45,CAN,LON,Turista,950,896,G9
2026-05-08,00:37,SAO,ATL,Primera Clase,1215,776,G11
2026-05-11,14:22,FRA,IST,Turista,350,931,G3
2026-04-21,14:06,IST,AMS,Primera Clase,608,108,G12
2026-05-02,07:03,LAX,FRA,Turista,900,941,G17
2026-04-21,13:47,DFW,MAD,Primera Clase,1148,195,G9
2026-05-14,04:26,ATL,FRA,Turista,800,826,G12
2026-04-18,06:54,PEK,MAD,Primera Clase,1283,691,G5
2026-05-03,11:27,PAR,MAD,Turista,200,706,G5
2026-04-16,03:26,CAN,LON,Primera Clase,1283,504,G7
2026-05-03,01:43,PEK,DXB,Turista,700,681,G17
2026-04-21,10:04,CAN,PEK,Primera Clase,270,367,G14
2026-04-22,06:17,SIN,DFW,Turista,1400,628,G5
2026-04-20,06:25,CAN,IST,Primera Clase,1080,991,G17
2026-04-23,07:00,DXB,PEK,Turista,700,596,G11
2026-05-13,01:50,AMS,SAO,Primera Clase,1418,836,G17
2026-04-25,05:30,LON,PAR,Turista,150,358,G13
2026-05-05,04:58,LON,IST,Primera Clase,540,954,G2
2026-05-07,08:26,DXB,CAN,Turista,650,461,G4
2026-04-27,22:41,FRA,LON,Primera Clase,270,637,G4
2026-04-30,20:13,CAN,SIN,Turista,500,157,G10
2026-04-27,08:08,IST,SIN,Primera Clase,1080,302,G3
2026-05-06,22:44,LON,FRA,Turista,200,544,G11
2026-04-28,08:42,DFW,CAN,Primera Clase,1620,297,G18
2026-05-14,04:58,AMS,PEK,Turista,900,418,G16
2026-04-25,03:04,IST,MAD,Primera Clase,675,514,G8
2026-04-28,10:51,SIN,PAR,Turista,950,121,G20
2026-05-06,10:34,PAR,FRA,Primera Clase,9450,783,G16
2026-05-07,08:33,IST,AMS,Turista,450,787,G13
2026-04-15,20:07,DFW,DXB,Primera Clase,1620,650,G15
2026-05-03,04:52,IST,AMS,Turista,450,364,G17
2026-05-05,02:13,LAX,FRA,Primera Clase,1215,497,G13
2026-05-10,15:41,ATL,SAO,Turista,900,446,G9
2026-04-19,20:14,CAN,DFW,Primera Clase,1620,789,G9
2026-05-14,17:53,LON,CAN,Turista,950,679,G3
2026-05-06,21:32,FRA,LON,Primera Clase,270,614,G18
2026-04-27,21:30,PAR,SIN,Turista,950,478,G3
2026-04-18,19:17,SIN,PEK,Primera Clase,810,715,G7
2026-04-28,08:10,LON,ATL,Turista,700,471,G17
2026-04-26,08:41,AMS,ATL,Primera Clase,1053,359,G2
2026-05-12,09:39,TYO,PEK,Turista,500,283,G7
2026-05-06,13:54,DXB,TYO,Primera Clase,1013,523,G18
2026-04-19,09:22,MAD,DFW,Turista,850,709,G19
2026-05-07,18:21,AMS,ATL,Primera Clase,1053,321,G2
2026-05-04,11:18,LAX,DXB,Turista,1300,740,G6
2026-04-24,08:07,DXB,TYO,Primera Clase,1013,138,G14
2026-04-21,10:36,DXB,LAX,Turista,1300,736,G3
2026-05-05,21:03,TYO,IST,Primera Clase,1215,605,G20
2026-05-06,15:22,PEK,SIN,Turista,600,210,G9
2026-05-13,00:30,PEK,LON,Primera Clase,1215,981,G7
2026-04-23,17:46,SIN,IST,Turista,800,494,G3
2026-04-28,07:58,SIN,MAD,Primera Clase,1350,458,G14
2026-04-25,08:55,SIN,PEK,Turista,600,165,G11
2026-05-10,19:03,TYO,IST,Primera Clase,1215,238,G8
2026-05-08,16:49,MAD,SIN,Turista,1000,582,G14
2026-04-28,13:27,SIN,IST,Primera Clase,1080,529,G12
2026-04-19,10:31,PEK,SAO,Turista,1700,260,G18
2026-04-29,04:24,DFW,IST,Primera Clase,1350,790,G12
2026-04-18,03:24,LAX,DFW,Turista,300,430,G7
2026-04-21,13:14,LAX,ATL,Primera Clase,540,880,G11
2026-04-16,08:29,CAN,TYO,Turista,550,807,G14
2026-05-06,15:35,LAX,AMS,Primera Clase,1148,323,G4
2026-05-08,13:56,CAN,TYO,Turista,550,673,G16
2026-04-24,23:09,CAN,DXB,Primera Clase,878,555,G12
2026-05-10,14:08,DFW,DXB,Turista,1200,682,G12
2026-05-11,17:39,ATL,TYO,Primera Clase,1890,150,G5
2026-05-09,01:41,SIN,PEK,Turista,600,395,G20
2026-05-02,12:20,DFW,SAO,Primera Clase,1283,118,G3
2026-05-01,11:13,TYO,IST,Turista,900,877,G6
2026-05-14,12:50,MAD,PAR,Primera Clase,270,521,G16
2026-04-16,00:48,PAR,MAD,Turista,200,104,G2
2026-04-16,20:14,LAX,SIN,Primera Clase,1890,785,G6
2026-05-04,02:08,TYO,IST,Turista,900,459,G18
2026-05-12,00:13,PEK,DXB,Primera Clase,945,996,G10
2026-04-27,06:31,PEK,TYO,Turista,500,961,G3
2026-04-24,21:48,MAD,PAR,Primera Clase,270,908,G19
2026-05-07,21:48,IST,LON,Turista,900,447,G15
2026-04-20,11:27,PEK,LON,Primera Clase,1215,490,G12
2026-04-21,23:09,MAD,DFW,Turista,850,323,G9
2026-05-09,11:04,ATL,LAX,Primera Clase,540,924,G1
2026-04-22,08:31,IST,LAX,Turista,2999,892,G7
2026-05-12,05:42,AMS,LAX,Primera Clase,1148,905,G7
2026-04-24,03:15,AMS,LON,Turista,150,528,G17
2026-04-30,01:05,AMS,ATL,Primera Clase,1053,512,G8
2026-05-13,08:27,LON,MAD,Turista,200,505,G2
2026-05-12,03:32,AMS,PEK,Primera Clase,1215,711,G3
2026-04-15,02:04,CAN,LAX,Turista,1150,385,G15
2026-04-24,00:02,LAX,PAR,Primera Clase,1148,932,G18
2026-04-25,14:01,MAD,DFW,Turista,850,687,G18
2026-04-16,11:42,MAD,DFW,Primera Clase,1148,757,G2
2026-05-06,03:45,DFW,SAO,Turista,950,539,G16
2026-05-04,19:56,TYO,PEK,Primera Clase,675,903,G13
2026-05-02,12:32,MAD,DXB,Turista,750,550,G9
2026-05-07,14:28,DFW,MAD,Primera Clase,1148,165,G17
2026-04-23,16:05,MAD,AMS,Turista,200,857,G8
2026-05-12,14:30,ATL,LAX,Primera Clase,540,304,G10
2026-04-24,13:29,DFW,CAN,Turista,1200,487,G12
2026-04-25,05:38,DXB,LON,Primera Clase,878,196,G8
2026-04-25,09:31,CAN,LAX,Turista,1150,257,G11
2026-05-11,11:44,PEK,PAR,Primera Clase,1283,495,G9
2026-04-30,12:06,DXB,DFW,Turista,1200,912,G8
2026-04-23,19:20,SAO,ATL,Primera Clase,1215,776,G14
2026-05-10,00:37,TYO,DFW,Turista,1350,746,G15
2026-04-22,10:16,ATL,MAD,Primera Clase,1080,898,G19
2026-04-16,07:21,ATL,DFW,Turista,200,210,G11
2026-05-03,18:32,FRA,SIN,Primera Clase,1215,420,G1
2026-05-08,15:55,PAR,DXB,Turista,700,876,G5
2026-04-28,15:33,LON,PAR,Primera Clase,203,520,G9
2026-04-29,04:54,ATL,SAO,Turista,900,662,G19
2026-04-24,15:33,CAN,SAO,Primera Clase,2295,301,G16
2026-05-04,07:12,MAD,LAX,Turista,900,326,G15
2026-04-18,16:50,DFW,PAR,Primera Clase,1080,844,G3
2026-04-24,00:13,AMS,DXB,Turista,650,110,G7
2026-05-07,15:49,MAD,IST,Primera Clase,675,721,G5
2026-04-23,12:21,ATL,FRA,Turista,800,364,G15
2026-04-23,13:10,LON,PAR,Primera Clase,203,332,G11
2026-04-30,00:20,SIN,IST,Turista,800,239,G7
2026-04-25,02:30,LON,AMS,Primera Clase,203,308,G15
2026-04-28,17:12,PAR,SIN,Turista,950,260,G3
2026-04-20,17:02,SIN,LON,Primera Clase,1215,820,G13
2026-04-24,20:42,FRA,IST,Turista,350,296,G6
2026-04-24,07:40,CAN,AMS,Primera Clase,1215,914,G6
2026-05-07,05:40,DFW,DXB,Turista,1200,400,G8
2026-05-11,02:13,MAD,IST,Primera Clase,675,389,G17
2026-04-24,23:13,DFW,SAO,Turista,950,369,G6
2026-04-17,14:21,CAN,SAO,Primera Clase,2295,637,G3
2026-05-07,07:15,IST,DFW,Turista,1000,221,G13
2026-04-26,08:38,CAN,DFW,Primera Clase,1620,895,G2
2026-04-26,21:00,DFW,LAX,Turista,300,273,G16
2026-04-28,04:10,FRA,LON,Primera Clase,270,969,G4
2026-04-30,13:48,TYO,PEK,Turista,500,269,G15
2026-05-05,12:22,AMS,SAO,Primera Clase,1418,135,G2
2026-05-09,13:13,LON,PAR,Turista,150,801,G20
2026-05-14,23:30,DXB,AMS,Primera Clase,878,608,G2
2026-04-16,13:32,ATL,MAD,Turista,800,299,G7
2026-04-28,11:06,CAN,SAO,Primera Clase,2295,202,G6
2026-04-29,20:11,LAX,AMS,Turista,850,729,G15
2026-04-21,06:28,LON,PAR,Primera Clase,203,902,G15
2026-05-02,15:01,IST,SIN,Turista,800,209,G15
2026-05-06,05:50,DXB,LAX,Primera Clase,1755,245,G2
2026-05-08,09:48,DXB,PEK,Turista,700,537,G5
2026-05-03,22:09,MAD,AMS,Primera Clase,270,758,G8
2026-04-22,23:39,TYO,DXB,Turista,750,327,G8
2026-04-27,06:26,LON,IST,Primera Clase,540,780,G10
2026-05-04,06:58,AMS,MAD,Turista,200,734,G18
2026-04-16,12:21,CAN,DFW,Primera Clase,1620,213,G4
2026-05-12,21:16,MAD,FRA,Turista,250,836,G19
2026-04-24,12:39,FRA,DFW,Primera Clase,1148,748,G16
2026-05-08,06:13,SIN,LON,Turista,900,854,G12
2026-04-28,02:53,LON,SAO,Primera Clase,1485,641,G16
2026-04-25,21:19,PAR,FRA,Turista,7000,373,G9
2026-05-12,10:43,CAN,SIN,Primera Clase,675,455,G8
2026-04-24,04:57,PAR,SAO,Turista,1050,170,G10
2026-05-02,23:15,IST,AMS,Primera Clase,608,584,G3
2026-04-21,08:20,TYO,DXB,Turista,750,713,G7
2026-05-05,08:07,ATL,DFW,Primera Clase,270,620,G1
2026-05-05,14:55,IST,LON,Turista,900,922,G20
2026-04-19,07:19,CAN,DXB,Primera Clase,878,596,G12
2026-04-25,22:34,LON,FRA,Turista,200,543,G14
2026-05-05,02:33,PEK,LON,Primera Clase,1215,580,G3
2026-04-23,09:30,PAR,ATL,Turista,750,852,G18
2026-04-22,23:08,LAX,TYO,Primera Clase,1215,936,G9
2026-05-10,06:02,TYO,PAR,Turista,105,740,G9
2026-04-22,01:13,AMS,LAX,Primera Clase,1148,439,G13
2026-05-05,17:14,PAR,AMS,Turista,180,801,G12
2026-04-16,20:24,LON,DXB,Primera Clase,878,192,G18
2026-05-13,09:36,FRA,LON,Turista,200,311,G15
2026-05-01,17:32,AMS,DXB,Primera Clase,878,197,G3
2026-05-13,16:10,TYO,LON,Turista,1000,758,G12
2026-04-28,16:37,DFW,CAN,Primera Clase,1620,314,G3
2026-05-10,23:14,DXB,SIN,Turista,600,456,G15
2026-05-02,14:18,DXB,SAO,Primera Clase,1890,642,G20
2026-05-11,00:41,MAD,DXB,Turista,750,979,G1
2026-04-15,06:44,TYO,IST,Primera Clase,1215,112,G9
2026-05-08,18:45,LON,AMS,Turista,150,728,G15
2026-04-16,00:26,SIN,PEK,Primera Clase,810,995,G11
2026-05-03,19:12,FRA,TYO,Turista,950,937,G12
2026-04-22,13:25,DFW,SAO,Primera Clase,1283,330,G19
2026-05-08,15:51,CAN,LON,Turista,950,839,G14
2026-04-21,18:48,DFW,AMS,Primera Clase,1080,300,G15
2026-04-15,13:56,TYO,CAN,Turista,550,770,G12
2026-04-18,13:39,MAD,PAR,Primera Clase,270,818,G14
2026-05-12,01:35,FRA,DFW,Turista,850,330,G17
2026-05-13,18:28,MAD,FRA,Primera Clase,338,635,G7
2026-04-27,14:38,TYO,DFW,Turista,1350,750,G14
2026-04-26,15:04,MAD,SAO,Primera Clase,1350,662,G6
2026-05-03,02:08,CAN,PEK,Turista,200,583,G11
2026-04-15,10:29,LAX,DXB,Primera Clase,1755,278,G2
2026-04-18,14:10,FRA,PEK,Turista,850,251,G3
2026-04-17,21:10,CAN,PAR,Primera Clase,1283,236,G20
2026-04-27,17:25,MAD,LAX,Turista,900,427,G9
2026-04-18,10:56,LAX,IST,Primera Clase,1485,701,G19
2026-04-29,07:03,DXB,PEK,Turista,700,703,G6
2026-04-30,21:33,TYO,IST,Primera Clase,1215,276,G5
2026-04-21,01:44,DXB,PAR,Turista,700,594,G4
2026-04-18,13:19,LON,AMS,Primera Clase,203,451,G19
2026-04-19,23:52,MAD,DXB,Turista,750,567,G7
2026-05-08,04:20,PEK,AMS,Primera Clase,1215,456,G16
2026-04-29,20:45,MAD,SIN,Turista,1000,586,G3
2026-04-20,04:20,LON,MAD,Primera Clase,270,542,G18
2026-04-16,15:38,FRA,IST,Turista,350,181,G11
2026-05-03,11:43,MAD,DFW,Primera Clase,1148,359,G20
2026-05-11,01:52,LON,LAX,Turista,800,738,G15
2026-05-02,22:31,ATL,SAO,Primera Clase,1215,790,G5
2026-05-06,18:14,MAD,PAR,Turista,200,770,G7
2026-04-15,11:22,PAR,SIN,Primera Clase,1283,136,G1
2026-04-25,02:10,DFW,IST,Turista,1000,536,G4
2026-05-13,22:59,CAN,LAX,Primera Clase,1553,282,G11
2026-04-18,01:32,IST,PEK,Turista,800,136,G10
2026-05-09,20:25,DXB,PAR,Primera Clase,945,490,G5
2026-05-13,20:51,DFW,AMS,Turista,800,242,G16
2026-05-11,22:58,LON,LAX,Primera Clase,1080,434,G8
2026-04-18,06:28,MAD,FRA,Turista,250,936,G16
2026-04-27,13:18,LON,ATL,Primera Clase,945,828,G8
2026-05-10,20:06,AMS,MAD,Turista,200,928,G13
2026-04-16,15:50,DXB,DFW,Primera Clase,1620,171,G8
2026-04-24,07:08,LON,FRA,Turista,200,273,G8
2026-05-14,09:40,LAX,IST,Primera Clase,1485,453,G15
2026-04-17,13:46,DXB,AMS,Turista,650,671,G16
2026-04-15,20:54,TYO,PAR,Primera Clase,142,636,G1
2026-05-02,00:17,LON,SAO,Turista,1100,429,G8
2026-05-09,02:24,AMS,SAO,Primera Clase,1418,694,G13
2026-04-21,22:53,IST,FRA,Turista,350,709,G20
2026-05-01,01:34,FRA,IST,Primera Clase,473,660,G9
